Paragraph,Characters,Character Bucket,Words,Word Bucket,Sentiment,Line
959,106,101-125,20,016-020,0.25,"We choose this time, because it is a time, of all others, when Want is keenly felt, and Abundance rejoices"
959,29,026-050,7,006-008,0,"What shall I put you down for"
960,8,000-010,1,000-002,0,"'Nothing"
960,15,011-025,2,000-002,0,"Scrooge replied"
961,25,026-050,5,003-005,0.2,"'You wish to be anonymous"
962,39,026-050,8,006-008,0.125,"'I wish to be left alone,' said Scrooge"
962,59,051-075,12,011-015,0,"'Since you ask me what I wish, gentlemen, that is my answer"
962,83,076-010,16,016-020,0.5,"I don't make merry myself at Christmas and I can't afford to make idle people merry"
962,114,101-125,20,016-020,0.05,"I help to support the establishments I have mentioned--they cost enough; and those who are badly off must go there"
963,47,051-075,9,009-010,-0.3333333333333333,"'Many can't go there; and many would rather die"
964,101,101-125,17,016-020,0.11764705882352941,"'If they would rather die,' said Scrooge, 'they had better do it, and decrease the surplus population"
964,37,026-050,5,003-005,0,"Besides--excuse me--I don't know that"
965,47,051-075,8,006-008,0,"'But you might know it,' observed the gentleman"
966,40,026-050,6,006-008,0,"'It's not my business,' Scrooge returned"
966,95,076-010,17,016-020,0,"'It's enough for a man to understand his own business, and not to interfere with other people's"
966,27,026-050,4,003-005,0,"Mine occupies me constantly"
966,25,026-050,3,003-005,1,"Good afternoon, gentlemen"
967,85,076-010,14,011-015,-0.07142857142857142,"Seeing clearly that it would be useless to pursue their point, the gentlemen withdrew"
967,119,101-125,21,021-025,0.09523809523809523,"Scrooge resumed his labours with an improved opinion of himself, and in a more facetious temper than was usual with him"
968,176,176-200,29,026-030,-0.034482758620689655,"Meanwhile the fog and darkness thickened so, that people ran about with flaring links, proffering their services to go before horses in carriages, and conduct them on their way"
968,292,more,52,051-055,-0.057692307692307696,"The ancient tower of a church, whose gruff old bell was always peeping slily down at Scrooge out of a Gothic window in the wall, became invisible, and struck the hours and quarters in the clouds, with tremulous vibrations afterwards as if its teeth were chattering in its frozen head up there"
968,23,026-050,4,003-005,0.25,"The cold became intense"
968,264,251-275,48,046-050,0.10416666666666667,"In the main street, at the corner of the court, some labourers were repairing the gas-pipes, and had lighted a great fire in a brazier, round which a party of ragged men and boys were gathered: warming their hands and winking their eyes before the blaze in rapture"
968,106,101-125,15,011-015,0,"The water-plug being left in solitude, its overflowings sullenly congealed, and turned to misanthropic ice"
968,137,126-150,25,021-025,0.04,"The brightness of the shops where holly sprigs and berries crackled in the lamp heat of the windows, made pale faces ruddy as they passed"
968,188,176-200,32,031-035,0.15625,"Poulterers' and grocers' trades became a splendid joke: a glorious pageant, with which it was next to impossible to believe that such dull principles as bargain and sale had anything to do"
968,399,more,71,more,-0.056338028169014086,"The Lord Mayor, in the stronghold of the mighty Mansion House, gave orders to his fifty cooks and butlers to keep Christmas as a Lord Mayor's household should; and even the little tailor, whom he had fined five shillings on the previous Monday for being drunk and bloodthirsty in the streets, stirred up to-morrow's pudding in his garret, while his lean wife and the baby sallied out to buy the beef"
969,23,026-050,4,003-005,0,"Foggier yet, and colder"
969,32,026-050,4,003-005,0,"Piercing, searching, biting cold"
969,190,176-200,35,031-035,0.11428571428571428,"If the good Saint Dunstan had but nipped the Evil Spirit's nose with a touch of such weather as that, instead of using his familiar weapons, then indeed he would have roared to lusty purpose"
969,199,176-200,38,036-040,0,"The owner of one scant young nose, gnawed and mumbled by the hungry cold as bones are gnawed by dogs, stooped down at Scrooge's keyhole to regale him with a Christmas carol: but at the first sound of"
970,31,026-050,5,003-005,1.2,"'God bless you, merry gentleman"
970,22,026-050,4,003-005,-0.5,"May nothing you dismay"
971,145,126-150,26,026-030,-0.038461538461538464,"Scrooge seized the ruler with such energy of action, that the singer fled in terror, leaving the keyhole to the fog and even more congenial frost"
972,60,051-075,10,009-010,0,"At length the hour of shutting up the counting-house arrived"
972,174,151-175,31,031-035,-0.03225806451612903,"With an ill-will Scrooge dismounted from his stool, and tacitly admitted the fact to the expectant clerk in the Tank, who instantly snuffed his candle out, and put on his hat"
973,41,051-075,7,006-008,0.14285714285714285,"'You'll want all day to-morrow, I suppose"
973,12,011-025,2,000-002,0,"said Scrooge"
974,25,026-050,4,003-005,0,"'If quite convenient, sir"
975,55,051-075,9,009-010,-0.2222222222222222,"'It's not convenient,' said Scrooge, 'and it's not fair"
975,82,076-010,15,011-015,-0.06666666666666667,"If I was to stop half-a-crown for it, you'd think yourself ill-used, I'll be bound"
976,24,026-050,4,003-005,0.5,"The clerk smiled faintly"
977,91,076-010,18,016-020,-0.05555555555555555,"'And yet,' said Scrooge, 'you don't think me ill-used, when I pay a day's wages for no work"
978,47,051-075,10,009-010,0,"The clerk observed that it was only once a year"
979,72,076-010,12,011-015,-0.25,"'A poor excuse for picking a man's pocket every twenty-fifth of December"
979,50,051-075,8,006-008,0,"said Scrooge, buttoning his great-coat to the chin"
979,42,051-075,9,009-010,0,"'But I suppose you must have the whole day"
979,36,026-050,7,006-008,0,"Be here all the earlier next morning"
980,69,076-010,13,011-015,0.07692307692307693,"The clerk promised that he would; and Scrooge walked out with a growl"
980,350,more,67,more,-0.05970149253731343,"The office was closed in a twinkling, and the clerk, with the long ends of his white comforter dangling below his waist (for he boasted no great-coat), went down a slide on Cornhill, at the end of a lane of boys, twenty times, in honour of its being Christmas Eve, and then ran home to Camden Town as hard as he could pelt, to play at blindman's-buff"
981,180,176-200,30,026-030,-0.06666666666666667,"Scrooge took his melancholy dinner in his usual melancholy tavern; and having read all the newspapers, and beguiled the rest of the evening with his banker's-book, went home to bed"
981,68,076-010,12,011-015,0.16666666666666666,"He lived in chambers which had once belonged to his deceased partner"
981,279,more,53,051-055,0.018867924528301886,"They were a gloomy suite of rooms, in a lowering pile of building up a yard, where it had so little business to be, that one could scarcely help fancying it must have run there when it was a young house, playing at hide-and-seek with other houses, and forgotten the way out again"
981,122,101-125,24,021-025,0,"It was old enough now, and dreary enough, for nobody lived in it but Scrooge, the other rooms being all let out as offices"
981,98,076-010,20,016-020,-0.05,"The yard was so dark that even Scrooge, who knew its every stone, was fain to grope with his hands"
981,158,151-175,31,031-035,-0.03225806451612903,"The fog and frost so hung about the black old gateway of the house, that it seemed as if the Genius of the Weather sat in mournful meditation on the threshold"
982,120,101-125,24,021-025,0,"Now, it is a fact, that there was nothing at all particular about the knocker on the door, except that it was very large"
982,281,more,51,051-055,0.0392156862745098,"It is also a fact, that Scrooge had seen it, night and morning, during his whole residence in that place; also that Scrooge had as little of what is called fancy about him as any man in the city of London, even including--which is a bold word--the corporation, aldermen, and livery"
982,152,151-175,28,026-030,0.03571428571428571,"Let it also be borne in mind that Scrooge had not bestowed one thought on Marley, since his last mention of his seven years' dead partner that afternoon"
982,228,226-250,42,041-045,0,"And then let any man explain to me, if he can, how it happened that Scrooge, having his key in the lock of the door, saw in the knocker, without its undergoing any intermediate process of change--not a knocker, but Marley's face"
983,13,011-025,2,000-002,0,"Marley's face"
983,141,126-150,29,026-030,0.13793103448275862,"It was not in impenetrable shadow as the other objects in the yard were, but had a dismal light about it, like a bad lobster in a dark cellar"
983,134,126-150,24,021-025,0.041666666666666664,"It was not angry or ferocious, but looked at Scrooge as Marley used to look: with ghostly spectacles turned up on its ghostly forehead"
983,127,126-150,23,021-025,0.13043478260869565,"The hair was curiously stirred, as if by breath or hot air; and, though the eyes were wide open, they were perfectly motionless"
983,159,151-175,31,031-035,-0.12903225806451613,"That, and its livid colour, made it horrible; but its horror seemed to be in spite of the face and beyond its control, rather than a part of its own expression"
984,68,076-010,12,011-015,0,"As Scrooge looked fixedly at this phenomenon, it was a knocker again"
985,154,151-175,30,026-030,0.16666666666666666,"To say that he was not startled, or that his blood was not conscious of a terrible sensation to which it had been a stranger from infancy, would be untrue"
985,107,101-125,20,016-020,0,"But he put his hand upon the key he had relinquished, turned it sturdily, walked in, and lighted his candle"
986,213,201-225,39,036-040,-0.07692307692307693,"He did pause, with a moment's irresolution, before he shut the door; and he did look cautiously behind it first, as if he half expected to be terrified with the sight of Marley's pigtail sticking out into the hall"
